Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=PATH msg=audit(1779748378.376:587): item=4 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"El acceso a un archivo crítico (etc/shadow) ha sido modificado, lo que puede indicar cambios en la configuración de seguridad del sistema.",4.9,llama3.2:3b
type=PROCTITLE msg=audit(1779748378.376:587): proctitle=75736572616464007573756172696F5F66616E7461736D61,INFO,"El mensaje de audit log indica un cambio en el título del proceso, lo cual es normal en sistemas Linux.",4.24,llama3.2:3b
"type=SYSCALL msg=audit(1779748594.352:602): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f8918f362c4 a2=80000 a3=0 items=1 ppid=1371 pid=1432 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El comando sudo fue ejecutado por un usuario con permisos elevados (EUID='root'), lo que requiere monitoreo y supervisión para evitar abusos de privilegios.",5.57,llama3.2:3b
"type=CWD msg=audit(1779748594.352:602): cwd=""/home/alumno""",INFO,El cambio de directorio (/home/alumno) es un evento común en el uso normal del sistema.,4.31,llama3.2:3b
"type=PATH msg=audit(1779748594.352:602): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico (/etc/shadow), posible intento de robo de credenciales.",4.77,llama3.2:3b
type=PROCTITLE msg=audit(1779748594.352:602): proctitle=7375646F006175736561726368002D6B00726F6F745F636F6D6D616E6473002D2D726177,BAJO,"El log muestra una modificación del título de proceso, lo cual es común en entornos de prueba o administración. Sin embargo, requiere supervisión para evitar falsificaciones.",5.08,llama3.2:3b
"type=SYSCALL msg=audit(1779748683.232:622): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fcbd2ed52c4 a2=80000 a3=0 items=1 ppid=1371 pid=1444 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Intento de acceso a archivos críticos (/etc/shadow) mediante sudo, lo cual requiere monitoreo y revisión de permisos.",5.1,llama3.2:3b
"type=CWD msg=audit(1779748683.232:622): cwd=""/home/alumno""",BAJO,"El usuario cambia de directorio (/home/alumno), lo cual es normal, pero requiere monitoreo para garantizar la estabilidad del sistema.",4.82,llama3.2:3b
"type=PATH msg=audit(1779748683.232:622): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico (/etc/shadow), posible intento de robo de credenciales.",4.76,llama3.2:3b
type=PROCTITLE msg=audit(1779748683.232:622): proctitle=7375646F0076697375646F,INFO,"Se detecta un intento de manipulación del título de proceso, pero no se indica la ejecución de una acción maliciosa.",4.56,llama3.2:3b
"type=SYSCALL msg=audit(1779748824.984:648): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fe89c9262c4 a2=80000 a3=0 items=1 ppid=1371 pid=1449 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"El usuario ejecutó el comando sudo con permisos elevados, lo cual es inusual en tareas normales y requiere monitoreo inmediato para detectar posibles intentos de manipulación del sistema.",5.88,llama3.2:3b
"type=CWD msg=audit(1779748824.984:648): cwd=""/home/alumno""",BAJO,"El usuario cambió de directorio, lo cual es común y normal en tareas administrativas.",4.31,llama3.2:3b
"type=PATH msg=audit(1779748824.984:648): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.23,llama3.2:3b
type=PROCTITLE msg=audit(1779748824.984:648): proctitle=7375646F00746F756368002F6574632F7375646F657273,INFO,"El log muestra un cambio de título del proceso, lo cual es normal y no indica un intento de maliciosidad.",4.38,llama3.2:3b
"type=SYSCALL msg=audit(1779749040.408:669): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f4a983012c4 a2=80000 a3=0 items=1 ppid=1371 pid=1457 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El sistema está monitoreando un intento de lectura de un archivo crítico por parte del comando sudo, lo cual es normal en entornos seguros.",5.25,llama3.2:3b
"type=CWD msg=audit(1779749040.408:669): cwd=""/home/alumno""",INFO,"El usuario cambió directorio, lo cual es normal en una sesión de escritura o lectura.",4.27,llama3.2:3b
"type=PATH msg=audit(1779749040.408:669): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso a un archivo crítico (/etc/shadow) solicitado por un proceso no autorizado (OUID=""root"", OGID=""shadow"")",4.87,llama3.2:3b
type=PROCTITLE msg=audit(1779749040.408:669): proctitle=7375646F0063686D6F640030343430002F6574632F7375646F657273,INFO,"El log indica que el proceso ha cambiado su título, lo cual es una acción normal en Linux.",4.52,llama3.2:3b
"type=SYSCALL msg=audit(1779749098.800:689): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fabb631f2c4 a2=80000 a3=0 items=1 ppid=1371 pid=1461 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El comando sudo fue ejecutado por un usuario no administrativo (AUID='alumno') con permisos de root (EUID='root' SUID='root'), lo cual es común en tareas de administración, pero requiere supervisión.",6.28,llama3.2:3b
"type=CWD msg=audit(1779749098.800:689): cwd=""/home/alumno""",BAJO,"El usuario cambió de directorio, lo cual es normal y no indica un riesgo específico en sí mismo.",4.48,llama3.2:3b
"type=PATH msg=audit(1779749098.800:689): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,Intento de lectura o escritura de un archivo crítico (/etc/shadow) por un proceso no autorizado (OUID='root' y OGID='shadow'),5.13,llama3.2:3b
type=PROCTITLE msg=audit(1779749098.800:689): proctitle=7375646F006175736561726368002D6B007375646F6572735F6368616E676573002D2D726177,BAJO,"El proceso tiene un título de ejecución con información sensible, pero sin indicaciones claras de intentos maliciosos.",4.47,llama3.2:3b
"type=SYSCALL msg=audit(1779749171.480:710): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=4294967295 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El sistema logró reemplazar el archivo /etc/shadow, lo cual es normal en tareas de mantenimiento.",4.77,llama3.2:3b
"type=CWD msg=audit(1779749171.480:710): cwd=""/""",BAJO,"El usuario cambió la ubicación de trabajo a /, lo cual es común en scripts y tareas administrativas, pero requiere monitoreo para evitar intentos de acceso no autorizados.",5.24,llama3.2:3b
"type=PATH msg=audit(1779749171.480:710): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura o escritura en un archivo crítico (/etc/shadow) con permisos inadecuados, posible intento de manipulación de credenciales o seguridad del sistema.",5.48,llama3.2:3b
type=PROCTITLE msg=audit(1779749171.480:710): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,BAJO,"El log muestra un cambio en el título del proceso, lo cual puede indicar cambios en la configuración de seguridad, pero no requiere atención inmediata.",4.82,llama3.2:3b
"type=SYSCALL msg=audit(1779749177.904:715): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=4294967295 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El usuario root intentó acceder al archivo /etc/shadow con permisos correctos, lo cual es normal en tareas administrativas.",4.95,llama3.2:3b
"type=CWD msg=audit(1779749177.904:715): cwd=""/""",BAJO,"El usuario se encuentra en el directorio raiz, lo cual es común y normal",4.17,llama3.2:3b
"type=PATH msg=audit(1779749177.904:715): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.24,llama3.2:3b
type=PROCTITLE msg=audit(1779749177.904:715): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,BAJO,"El proceso tiene un nombre de ejecutable con caracteres especiales, lo cual puede indicar una posible modificación del sistema o malware.",4.53,llama3.2:3b
"type=SYSCALL msg=audit(1779749177.912:720): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=4294967295 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El proceso login se ejecuta con permisos de root, pero el usuario tiene un ID y GID establecidos, lo que reduce el riesgo.",5.11,llama3.2:3b
"type=CWD msg=audit(1779749177.912:720): cwd=""/""",INFO,"El usuario cambió el directorio de trabajo a '/' que es un directorio raíz común, lo cual no indica una amenaza particular.",4.7,llama3.2:3b
"type=PATH msg=audit(1779749177.912:720): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso a un archivo crítico (/etc/shadow) solicitado por un proceso no autorizado (OID 'root', GID 'shadow') con permisos de lectura excesivos.",5.32,llama3.2:3b
type=PROCTITLE msg=audit(1779749177.912:720): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,INFO,"Se detecta un intento de manipulación del título de proceso, lo cual puede indicar una actividad sospechosa, pero requiere más información para tomar medidas correctas.",5.06,llama3.2:3b
"type=SYSCALL msg=audit(1779749178.356:801): arch=c000003e syscall=257 success=yes exit=4 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=5 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Intento de acceso a un archivo crítico (/etc/shadow) por un usuario no autorizado (SUBJ=unconfined), posible intento de robo de credenciales.",5.5,llama3.2:3b
"type=CWD msg=audit(1779749178.356:801): cwd=""/""",INFO,El cambio de directorio a '/' es común y normal en tareas administrativas.,4.1,llama3.2:3b
"type=PATH msg=audit(1779749178.356:801): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow es un archivo de configuración, su lectura no requiere monitoreo especializado.",4.51,llama3.2:3b
type=PROCTITLE msg=audit(1779749178.356:801): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,INFO,"El cambio de título del proceso no es un evento anormal en sí mismo, pero puede indicar problemas con la configuración o el funcionamiento del sistema.",4.73,llama3.2:3b
"type=SYSCALL msg=audit(1779749178.384:808): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1537 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El proceso systemd ejecutó la función openat con éxito (exit=7), lo cual es normal en el funcionamiento del sistema de gestión de servicios.",5.15,llama3.2:3b
"type=CWD msg=audit(1779749178.384:808): cwd=""/""",BAJO,"La configuración de seguridad del sistema es básica y se encuentra en el directorio raíz, lo cual puede ser un punto débil si no se implementan medidas adicionales para protegerlo.",5.27,llama3.2:3b
"type=PATH msg=audit(1779749178.384:808): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico (/etc/shadow) por un usuario no autorizado, con permisos elevados.",4.86,llama3.2:3b
"type=PROCTITLE msg=audit(1779749178.384:808): proctitle=""(systemd)""",INFO,"El sistema está utilizando systemd para gestionar tareas, lo cual es normal y seguro.",4.2,llama3.2:3b
"type=SYSCALL msg=audit(1779749178.388:819): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1537 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=6 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Intento de acceso a un archivo crítico (/etc/shadow) con permisos de root, lo cual es inusual y requiere investigación adicional.",5.19,llama3.2:3b
"type=CWD msg=audit(1779749178.388:819): cwd=""/""",BAJO,El cambio de directorio al archivo raíz (/) es una operación común en tareas administrativas y sistemas de gestión de archivos.,4.8,llama3.2:3b
"type=PATH msg=audit(1779749178.388:819): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico (/etc/shadow) por la administración, posible intento de manipulación de credenciales.",5.05,llama3.2:3b
"type=PROCTITLE msg=audit(1779749178.388:819): proctitle=""(systemd)""",INFO,El cambio del título del proceso systemd es normal y se debe al funcionamiento de la administración de tareas en Linux.,4.55,llama3.2:3b
"type=SYSCALL msg=audit(1779749231.584:846): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f583119c2c4 a2=80000 a3=0 items=1 ppid=676 pid=1559 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El comando sshd se ejecutó correctamente, es un servicio de transporte seguro por protocolo SSH",4.54,llama3.2:3b
"type=CWD msg=audit(1779749231.584:846): cwd=""/""",BAJO,"El usuario cambió el directorio de trabajo a /, lo cual es normal en tareas administrativas y no requiere monitoreo inmediato.",4.89,llama3.2:3b
"type=PATH msg=audit(1779749231.584:846): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"El archivo /etc/shadow es sensible y crítico para la seguridad del sistema, por lo que cualquier intento de acceso no autorizado puede ser grave.",4.93,llama3.2:3b
type=PROCTITLE msg=audit(1779749231.584:846): proctitle=2F7573722F7362696E2F73736864002D44002D52,BAJO,"El log muestra un cambio de título del proceso, lo cual es normal y no indica un riesgo significativo.",4.36,llama3.2:3b
"type=SYSCALL msg=audit(1779749231.592:850): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f583119c2c4 a2=80000 a3=0 items=1 ppid=676 pid=1559 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El usuario root intentó leer el archivo /etc/shadow mediante el comando sshd, lo cual es normal en la ejecución del servicio SSH.",5.06,llama3.2:3b
"type=CWD msg=audit(1779749231.592:850): cwd=""/""",INFO,"La ruta del directorio actual es la raíz del sistema, lo cual es común y no indica un riesgo específico en este caso.",4.72,llama3.2:3b
"type=PATH msg=audit(1779749231.592:850): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico (/etc/shadow) por parte del usuario root, el cual puede tener consecuencias de seguridad importantes.",5.04,llama3.2:3b
type=PROCTITLE msg=audit(1779749231.592:850): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,"El log muestra una modificación del título de proceso, lo cual es normal en Linux, pero requiere monitoreo para detectar posibles intentos de manipulación.",4.91,llama3.2:3b
"type=SYSCALL msg=audit(1779749231.600:860): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f583119c2c4 a2=80000 a3=0 items=1 ppid=676 pid=1559 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=7 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,El usuario ,3.69,llama3.2:3b
"type=CWD msg=audit(1779749231.600:860): cwd=""/""",BAJO,"El usuario cambió al directorio raíz (/), lo cual es común en entornos de seguridad, pero requiere monitoreo para asegurarse de que no se estén ejecutando órdenes peligrosas.",5.77,llama3.2:3b
"type=PATH msg=audit(1779749231.600:860): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El acceso al archivo /etc/shadow es normal en un sistema Linux, ya que pertenece a la zona de control del usuario root.",4.71,llama3.2:3b
type=PROCTITLE msg=audit(1779749231.600:860): proctitle=2F7573722F7362696E2F73736864002D44002D52,BAJO,"El usuario ejecutó el comando con un título de proceso no descrito, lo cual es inusual y puede ser un indicio de una posible inyección de código.",4.96,llama3.2:3b
"type=SYSCALL msg=audit(1779749231.628:867): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1562 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El proceso systemd ejecutó openat con privilegios, lo cual es normal en tareas de sistema, pero es importante recordar que se trata de un servicio de seguridad",5.29,llama3.2:3b
"type=CWD msg=audit(1779749231.628:867): cwd=""/""",INFO,"El comando CWD indica que el usuario está en la raíz del sistema, lo cual es un comportamiento normal en entornos de prueba o administración.",4.86,llama3.2:3b
"type=PATH msg=audit(1779749231.628:867): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico (/etc/shadow) con permisos restrictivos (inode 1049984, dev 08:02), posible intento de robo de credenciales.",5.61,llama3.2:3b
"type=PROCTITLE msg=audit(1779749231.628:867): proctitle=""(systemd)""",BAJO,"El proceso systemd no es perjudicial en sí mismo, pero su uso puede indicar la presencia de un servicio systemd que deba ser monitoreado.",4.9,llama3.2:3b
"type=SYSCALL msg=audit(1779749231.632:878): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1562 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=8 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"El sistema está utilizando el comando 'openat' con acceso escalonado (UID, EUID, SUID, etc.) para interactuar con archivos críticos, lo cual es preocupante.",5.58,llama3.2:3b
"type=CWD msg=audit(1779749231.632:878): cwd=""/""",INFO,El cambio de directorio al directorio raíz es una acción común en tareas administrativas.,4.28,llama3.2:3b
"type=PATH msg=audit(1779749231.632:878): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura de un archivo crítico (/etc/shadow) por parte del proceso, posible intento de robo de credenciales.",4.89,llama3.2:3b
"type=PROCTITLE msg=audit(1779749231.632:878): proctitle=""(systemd)""",INFO,"El proceso systemd es un servicio importante, pero el log de proctitle no indica actividad anormal.",4.28,llama3.2:3b
"type=SYSCALL msg=audit(1779749285.580:954): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa673cd62c4 a2=80000 a3=0 items=1 ppid=676 pid=1628 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El comando sshd ejecutó la función openat sin riesgos, ya que el archivo /etc/shadow está protegido por permisos restrictivos y no hay evidencia de intento fallido.",5.63,llama3.2:3b
"type=CWD msg=audit(1779749285.580:954): cwd=""/""",INFO,El cambio de directorio a '/' es una acción normal y segura en un sistema Linux,4.19,llama3.2:3b
"type=PATH msg=audit(1779749285.580:954): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow fue accesado, pero no hay indicios de intento de modificación o lectura sin permisos.",4.67,llama3.2:3b
type=PROCTITLE msg=audit(1779749285.580:954): proctitle=2F7573722F7362696E2F73736864002D44002D52,BAJO,"El proceso tiene un título de ejecución con caracteres especiales, lo cual puede ser indicativo de una posible inyección de código o malware.",4.67,llama3.2:3b
