Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=USER_CMD msg=audit(1779892894.072:734): uid=1000 auid=1000 exe=""/usr/bin/sudo""",INFO,"El usuario root ejecutó sudo que es un comando estándar, no hay indicios de actividad sospechosa.",4.93,phi3:mini
"type=SYSCALL msg=audit(1779892894.072:735): syscall=257 success=yes exit=8 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"Usuario root intento de alterar credenciales con sudo, exit código normal (exit=8), justifica alto riesgo.",5.12,phi3:mini
type=CWD msg=audit(1779892894.072:735):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.072:735): name=""/etc/passwd""",INFO,"La auditoría indica un acceso previsto y legítimo al archivo /etc/passwd, que es una operación común para verificar la presencia de usuarios en el sistema.",5.86,phi3:mini
type=PROCTITLE msg=audit(1779892894.072:735):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.072:736): syscall=257 success=yes exit=13 auid=1000 uid=1000 gid=0 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,La ejecución de sudo con la intención directa de realizar cambios en contraseñas es un alto riesgo debido a posibles alteraciones no autorizadas.,5.5,phi3:mini
type=CWD msg=audit(1779892894.072:736):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.072:736): name=""/etc/passwd""",BAJO,Lectura normal de archivo paswds con permisos apropiados para usuario.,4.48,phi3:mini
type=PROCTITLE msg=audit(1779892894.072:736):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=CRED_REFR msg=audit(1779892894.072:737): uid=1000 auid=1000 exe=""/usr/bin/sudo""",MEDIO,"El comando sudo no tiene riesgos inherentes, pero su uso por parte del usuario con UID=1000 puede indicar movimientos sospechosos que justifican un monitoreo más cercano.",6.27,phi3:mini
"type=SYSCALL msg=audit(1779892894.072:738): syscall=257 success=yes exit=13 auid=1000 uid=1000 gid=0 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"La ejecución de sudo sin argumentos directamente podría alterar contraseñas o credenciales, lo cual es sospechoso y representa un alto riesgo.",5.67,phi3:mini
type=CWD msg=audit(1779892894.072:738):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.072:738): name=""/etc/passwd""",INFO,"La operación PATH para leer el archivo /etc/passwd es una acción estándar y normalmente no representa un riesgo significativo, siempre que los usuarios realicen esta accesión de manera legítima.",6.29,phi3:mini
type=PROCTITLE msg=audit(1779892894.072:738):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.076:739): syscall=257 success=yes exit=13 auid=1000 uid=1000 gid=0 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",MEDIO,"El usuario se autentica con sudo, lo cual es una práctica común. Sin embargo, la presencia de cambios en el archivo paswords sin un contexto claro podría señalar riesgos.",6.38,phi3:mini
type=CWD msg=audit(1779892894.076:739):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.076:739): name=""/etc/passwd""",INFO,"La lectura de /etc/passwd no es inusual, ya que son archivos comunes para fines de administrador.",4.84,phi3:mini
type=PROCTITLE msg=audit(1779892894.076:739):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.076:740): syscall=257 success=yes exit=13 auid=1000 uid=1000 gid=0 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""passwd_changes""",ALTO,"El sudo ejecutado sin pasar contraseña y con permiso para usuarios no privilegiados (uid=1000) implica una alta probabilidad de que se realicen cambios inseguidos en los archivos del sistema, especialmente dentro de /etc.",7.06,phi3:mini
type=CWD msg=audit(1779892894.076:740):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.076:740): name=""/etc/passwd""",INFO,"Lectura normal de el archivo passthought (/etc/passwd) por un usuario autorizado, sin indicadores de actividad sospechosa.",5.33,phi3:mini
type=PROCTITLE msg=audit(1779892894.076:740):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=USER_START msg=audit(1779892894.076:741): uid=1000 auid=1000 exe=""/usr/bin/sudo""",INFO,"El usuario root (uid=0) inició sesión con sudo, lo cual es una acción administrativa común y no implica un alto riesgo.",5.23,phi3:mini
"type=SYSCALL msg=audit(1779892894.080:742): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""apt"" exe=""/usr/bin/apt"" key=""root_commands""",INFO,"El comando apt se ejecutó con privilegios elevados, lo cual es esperado para administrar paquetes del sistema y normalmente no representa un riesgo.",5.53,phi3:mini
type=EXECVE msg=audit(1779892894.080:742):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.080:742):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.080:742): name=""/usr/bin/apt""",INFO,"El mensaje representa una llamada al sistema para ejecutar el comando apt, que es un procedimiento estándar de Linux y no indica actividad sospechosa o riesgos.",5.81,phi3:mini
"type=PATH msg=audit(1779892894.080:742): name=""/lib64/ld-linux-x86-64.so.2""",INFO,El sistema realiza operaciones normales asociadas con el enlazador x86-64.,4.76,phi3:mini
type=PROCTITLE msg=audit(1779892894.080:742):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.088:743): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""dpkg"" exe=""/usr/bin/dpkg"" key=""root_commands""",INFO,El comando dpkg es administrativo pero no indica ninguna actividad sospechosa o que represente un riesgo para la seguridad.,5.31,phi3:mini
type=EXECVE msg=audit(1779892894.088:743):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.088:743):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.088:743): name=""/usr/bin/dpkg""",INFO,"Se registra la ejecución del comando dpkg, que es una operación estándar y segura para administradores de sistemas.",4.91,phi3:mini
"type=PATH msg=audit(1779892894.088:743): name=""/lib64/ld-linux-x86-64.so.2""",INFO,El log muestra la referencia a un archivo ejecutable típico para sistemas Linux y no indica ninguna actividad sospechosa.,5.42,phi3:mini
type=PROCTITLE msg=audit(1779892894.088:743):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.132:744): syscall=257 success=yes exit=4 auid=1000 uid=0 gid=0 euid=0 comm=""apt"" exe=""/usr/bin/apt"" key=""passwd_changes""",INFO,La ejecución del comando apt por root es una operación de administración estándar y no presenta un riesgo elevado.,5.0,phi3:mini
type=CWD msg=audit(1779892894.132:744):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.132:744): name=""/etc/passwd""",INFO,La lectura del archivo /etc/passwd es una acción de sistema común y no presenta riesgo significativo.,4.7,phi3:mini
type=PROCTITLE msg=audit(1779892894.132:744):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.132:745): syscall=257 success=yes exit=4 auid=1000 uid=0 gid=0 euid=0 comm=""apt"" exe=""/usr/bin/apt"" key=""passwd_changes""",INFO,"Se realizó una operación de software con apt normalmente requerida por administradores, indicando un comportamiento esperado.",4.88,phi3:mini
type=CWD msg=audit(1779892894.132:745):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.132:745): name=""/etc/passwd""",INFO,El registro muestra una solicitud legítima de lectura del archivo /etc/passwd por el comando cat en modo seguro.,5.01,phi3:mini
type=PROCTITLE msg=audit(1779892894.132:745):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.136:746): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""http"" exe=""/usr/lib/apt/methods/http"" key=""root_commands""",INFO,"El sistema registró el acceso al archivo por HTTP, que es normal para programas de gestión de paquetes y no representa un riesgo.",5.25,phi3:mini
type=EXECVE msg=audit(1779892894.136:746):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.136:746):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.136:746): name=""/usr/lib/apt/methods/http""",INFO,"Una petición HTTP estándar para el archivo /usr/lib/apt/methods/http fue registrada, lo cual es típico durante operaciones de actualización o instalación y no representa un riesgo inmediato.",6.22,phi3:mini
"type=PATH msg=audit(1779892894.136:746): name=""/lib64/ld-linux-x86-64.so.2""",INFO,El sistema sigue sus rutinas normales de carga del binario y no hay indicios inmediatos de actividades sospechosas.,5.43,phi3:mini
type=PROCTITLE msg=audit(1779892894.136:746):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.144:747): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""sh"" exe=""/usr/bin/dash"" key=""root_commands""",INFO,"El usuario root ejecutó dash sin intento malicioso de acceso, y no hay riesgos detectados en este log.",5.06,phi3:mini
type=EXECVE msg=audit(1779892894.144:747):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.144:747):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.144:747): name=""/bin/sh""",INFO,"El acceso al binario sh fue registrado, lo cual es común y normal para la ejecución de comandos en un sistema operativo Linux.",5.01,phi3:mini
"type=PATH msg=audit(1779892894.144:747): name=""/lib64/ld-linux-x86-64.so.2""",MEDIO,"El mensaje audit indica que se ejecutó el enlace /lib64/ld-linux-x86-64.so.2, lo cual es un proceso normal de la ruta y no representa riesgos inmediatos por sí mismo.",7.15,phi3:mini
type=PROCTITLE msg=audit(1779892894.144:747):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.148:748): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""id"" exe=""/usr/bin/id"" key=""root_commands""",INFO,"El usuario root utilizó el comando id, lo cual es una acción administrativa normal y no presenta riesgos por sí mismo.",5.07,phi3:mini
type=EXECVE msg=audit(1779892894.148:748):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.148:748):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.148:748): name=""/usr/bin/id""",INFO,Usando el comando id para ver la información del usuario es una acción estándar y no representa un riesgo.,4.77,phi3:mini
"type=PATH msg=audit(1779892894.148:748): name=""/lib64/ld-linux-x86-64.so.2""",INFO,"El sistema no encontró actividad de tráfico inusual o accesos privilegiados, simplemente registró la llamada a una librería conocida para cargar programas.",6.08,phi3:mini
type=PROCTITLE msg=audit(1779892894.148:748):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.152:749): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""systemctl"" exe=""/usr/bin/systemctl"" key=""root_commands""",MEDIO,"El usuario root ejecutó systemctl sin comentarios, lo cual es normal para operaciones administrativas pero si hay múltiples inicios de servicio no requeridos o innecesarios podría indicar malas prácticas.",6.57,phi3:mini
type=EXECVE msg=audit(1779892894.152:749):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.152:749):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.152:749): name=""/usr/bin/systemctl""",INFO,El comando systemctl es una herramienta de gestión y no representa un riesgo para la seguridad.,4.72,phi3:mini
"type=PATH msg=audit(1779892894.152:749): name=""/lib64/ld-linux-x86-64.so.2""",INFO,"El sistema busca el enlace para 'ld-linux-x86-64.so.2', que es un paso normal del procesador de comandos.",5.71,phi3:mini
type=PROCTITLE msg=audit(1779892894.152:749):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.152:750): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""systemd-tty-ask"" exe=""/usr/bin/systemd-tty-ask-password-agent"" key=""root_commands""",INFO,"El sistema usuario root interactuando con el comando systemd-tty-ask-password solicitó una contraseña para tty, lo cual es estándar en operaciones de administra0123 y no implica riesgo.",6.58,phi3:mini
type=EXECVE msg=audit(1779892894.152:750):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.152:750):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.152:750): name=""/bin/systemd-tty-ask-password-agent""",INFO,"Lectura de un archivo benigno relacionado con la autenticación requerida para el servicio systemd, sistema normal.",4.94,phi3:mini
"type=PATH msg=audit(1779892894.152:750): name=""/lib64/ld-linux-x86-64.so.2""",INFO,"El log refleja la llamada a una biblioteca común, sin signos de actividades maliciosas.",4.97,phi3:mini
type=PROCTITLE msg=audit(1779892894.152:750):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.164:751): syscall=59 success=yes exit=0 auid=4294967295 uid=0 gid=0 euid=0 comm=""python3"" exe=""/usr/bin/python3.10"" key=""root_commands""",INFO,"El usuario root ejecutó python3, lo cual es una tarea administrativa común y normal.",4.63,phi3:mini
type=BPRM_FCAPS msg=audit(1779892894.164:751):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=EXECVE msg=audit(1779892894.164:751):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.164:751):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.164:751): name=""/usr/bin/python3""",MEDIO,"El log muestra una entrada de auditoría para python3 sin indicadores claros de mal uso o intento directo, pero la ejecución frecuente del intérprete podría ser motivo de sospecha.",6.22,phi3:mini
"type=PATH msg=audit(1779892894.164:751): name=""/lib64/ld-linux-x86-64.so.2""",INFO,La ejecución del sistema linker /usr/bin/ld de bajo riesgo es común y se espera en la operación normal.,5.14,phi3:mini
type=PROCTITLE msg=audit(1779892894.164:751):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.172:752): syscall=59 success=yes exit=0 auid=4294967295 uid=0 gid=0 euid=0 comm=""python3"" exe=""/usr/bin/python3.10"" key=""root_commands""",INFO,El usuario root con privilegios ha ejecutado Python en un sistema Linux sin riesgo asociado.,4.7,phi3:mini
type=BPRM_FCAPS msg=audit(1779892894.172:752):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=EXECVE msg=audit(1779892894.172:752):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.172:752):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.172:752): name=""/usr/bin/python3""",INFO,La ejecución de python en el directorio bin es esperada para scripts y utilidades administrativas.,4.36,phi3:mini
"type=PATH msg=audit(1779892894.172:752): name=""/lib64/ld-linux-x86-64.so.2""",INFO,"El mensaje indica que la biblioteca ld-linux esac se ha referenciado, lo cual está dentro de las operaciones esperadas y normal en el sistema.",5.62,phi3:mini
type=PROCTITLE msg=audit(1779892894.172:752):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.176:753): syscall=257 success=yes exit=5 auid=1000 uid=0 gid=0 euid=0 comm=""apt"" exe=""/usr/bin/apt"" key=""passwd_changes""",INFO,"El usuario apt ejecutó comandos con permisos elevados, lo cual es normal para administradores.",4.7,phi3:mini
type=CWD msg=audit(1779892894.176:753):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.176:753): name=""/etc/passwd""",BAJO,"Se registró una entrada en el log de auditoría que no implica riesgos inmediatos, ya que la accesibilidad al archivo /etc/passwd es un comportamiento normal y estándar para sistemas operativos Linux.",6.5,phi3:mini
type=PROCTITLE msg=audit(1779892894.176:753):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.176:754): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""http"" exe=""/usr/lib/apt/methods/http"" key=""root_commands""",INFO,"El usuario http ejecutó una solicitud HTTP utilizando el método estándar, sin indicaciones de actividades inusuales.",5.12,phi3:mini
type=EXECVE msg=audit(1779892894.176:754):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.176:754):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.176:754): name=""/usr/lib/apt/methods/http""",MEDIO,"El intento de acceso al método HTTP en /usr/lib/apt es normal, pero puede ser un indicador poten0rmente que la computadora esté siendo usada para automatizar el envío de paquetes.",6.3,phi3:mini
"type=PATH msg=audit(1779892894.176:754): name=""/lib64/ld-linux-x86-64.so.2""",INFO,"El intento de acceso al archivo ld-linux es una operación normal del sistema para ejecutar programas, por lo tanto no representa un riesgo significativo.",5.74,phi3:mini
type=PROCTITLE msg=audit(1779892894.176:754):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.176:755): syscall=257 success=yes exit=3 auid=4294967295 uid=0 gid=0 euid=0 comm=""python3"" exe=""/usr/bin/python3.10"" key=""passwd_changes""",MEDIO,"Python es un interpretador y no suele representar riesgos directamente, pero el registro revela la ejecución de scripts que alteran contraseñas, lo cual podría indicar actividades inusuales o sospechosas.",6.65,phi3:mini
type=CWD msg=audit(1779892894.176:755):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.176:755): name=""/etc/passwd""",INFO,"El archivo /etc/passwd ha sido solicitado por auditoría, lo cual es común y no indica ninguna actividad sospechosa sin contexto adicional.",5.78,phi3:mini
type=PROCTITLE msg=audit(1779892894.176:755):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.184:756): syscall=59 success=yes exit=0 auid=1000 uid=0 gid=0 euid=0 comm=""http"" exe=""/usr/lib/apt/methods/http"" key=""root_commands""",INFO,El comando http es utilizado por el servicio de gestión de paquetes y no representa un riesgo para la seguridad.,5.12,phi3:mini
type=EXECVE msg=audit(1779892894.184:756):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.184:756):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.184:756): name=""/usr/lib/apt/methods/http""",BAJO,"La operación PATH no es riesgosa porque se refiere a un archivo benigno que gestiona el acceso HTTP para las actualizaciones, sin indicar ninguna actividad maliciosa.",5.87,phi3:mini
"type=PATH msg=audit(1779892894.184:756): name=""/lib64/ld-linux-x86-64.so.2""",BAJO,La referencia a la biblioteca estándar para ejecución del programa (ld-linux) es una operación normal en el ciclo de vida del sistema.,5.59,phi3:mini
type=PROCTITLE msg=audit(1779892894.184:756):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.196:757): syscall=257 success=yes exit=3 auid=4294967295 uid=0 gid=0 euid=0 comm=""python3"" exe=""/usr/bin/python3.10"" key=""passwd_changes""",ALTO,"El usuario root ejecutó python3 y se conectaron cambios en el archivo de pasword, lo que es inusual sin un motivo claro, potenzando riesgos.",6.02,phi3:mini
type=CWD msg=audit(1779892894.196:757):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.196:757): name=""/etc/passwd""",INFO,"Intento de acceso al archivo /etc/passwd, que es estándar y normal para procesos administrativos.",4.72,phi3:mini
type=PROCTITLE msg=audit(1779892894.196:757):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.196:758): syscall=257 success=yes exit=3 auid=1000 uid=0 gid=0 euid=0 comm=""http"" exe=""/usr/lib/apt/methods/http"" key=""passwd_changes""",MEDIO,"El usuario http ejecutó un método de línea de comandos para APT que no está documentado o normalmente permitido en este servidor, lo cual podría implicar la realización de paswords changes sin justificación aparente.",6.56,phi3:mini
type=CWD msg=audit(1779892894.196:758):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.196:758): name=""/etc/passwd""",ALTO,"La auditoría muestra un intento fallido de lectura en una zona sensible, lo cual sugiere que hay actividades sospechosas y potensialmente maliciosas.",5.73,phi3:mini
type=PROCTITLE msg=audit(1779892894.196:758):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.204:759): syscall=257 success=yes exit=3 auid=1000 uid=0 gid=0 euid=0 comm=""http"" exe=""/usr/lib/apt/methods/http"" key=""passwd_changes""",INFO,La ejecución de apt con opciones HTTP es común y no presenta riesgos significativos.,4.51,phi3:mini
type=CWD msg=audit(1779892894.204:759):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.204:759): name=""/etc/passwd""",INFO,"Una consulta legítima a un archivo bien conocido, sin signos de actividad inusual.",4.51,phi3:mini
type=PROCTITLE msg=audit(1779892894.204:759):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.344:760): syscall=59 success=yes exit=0 auid=4294967295 uid=0 gid=0 euid=0 comm=""ubuntu-distro-i"" exe=""/usr/bin/ubuntu-distro-info"" key=""root_commands""",INFO,"El root ha ejecutado la utilidad 'ubuntu-distro-info' con permisos adecuados, lo cual es estándar para propósitos administrativos y no presenta riesgos.",5.98,phi3:mini
type=BPRM_FCAPS msg=audit(1779892894.344:760):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=EXECVE msg=audit(1779892894.344:760):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.344:760):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.344:760): name=""/usr/bin/ubuntu-distro-info""",INFO,"No hay indicios de actividad maliciosa, simplemente se registró la accesión a un archivo estándar y seguro.",5.03,phi3:mini
"type=PATH msg=audit(1779892894.344:760): name=""/lib64/ld-linux-x86-64.so.2""",INFO,"La ejecución de un sobrescrito del sistema (e.g., ld-linux-x86-64) es esperada y no presenta riesgos adicionales.",5.93,phi3:mini
type=PROCTITLE msg=audit(1779892894.344:760):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.348:761): syscall=257 success=yes exit=3 auid=4294967295 uid=0 gid=0 euid=0 comm=""python3"" exe=""/usr/bin/python3.10"" key=""passwd_changes""",MEDIO,"El usuario con privilegios tiene acceso al archivo passwd, lo cual es normal para scripts que gestionan permisos de usuarios. Sin embargo, la auditoría no muestra el uso específico del script.",6.46,phi3:mini
type=CWD msg=audit(1779892894.348:761):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.348:761): name=""/etc/passwd""",INFO,"La ejecución del comando cat en el archivo /etc/passwd es normal, ya que no implica modificar datos sensibles.",4.9,phi3:mini
type=PROCTITLE msg=audit(1779892894.348:761):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.348:762): syscall=59 success=yes exit=0 auid=4294967295 uid=0 gid=0 euid=0 comm=""https"" exe=""/usr/lib/apt/methods/http"" key=""root_commands""",INFO,"La ejecución de https por la shell root es inusual pero no presenta un riesgo directo, posiblemente se trata de una configuración automática o incorrecta.",5.53,phi3:mini
type=BPRM_FCAPS msg=audit(1779892894.348:762):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=EXECVE msg=audit(1779892894.348:762):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.348:762):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.348:762): name=""/usr/lib/apt/methods/https""",INFO,"Acceso a un método de archivo normal utilizado para actualizaciones seguras, no representa riesgo.",4.59,phi3:mini
"type=PATH msg=audit(1779892894.348:762): name=""/lib64/ld-linux-x86-64.so.2""",INFO,La ejecución de ld-linux es esperada en un sistema operativo Linux para la resolución de punteros y no indica una amenaza.,5.39,phi3:mini
type=PROCTITLE msg=audit(1779892894.348:762):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.356:763): syscall=257 success=yes exit=3 auid=4294967295 uid=0 gid=0 euid=0 comm=""python3"" exe=""/usr/bin/python3.10"" key=""passwd_changes""",MEDIO,"Una sesión de Python con permisos elevados (euid=0) puede ser legítima, pero el cambio en la contraseña representa un posible riesgo.",5.74,phi3:mini
type=CWD msg=audit(1779892894.356:763):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.356:763): name=""/etc/passwd""",BAJO,"El acceso al archivo /etc/passwd es normal para ver la lista de usuarios y grupos, por lo tanto representa un riesgo bajo.",5.28,phi3:mini
type=PROCTITLE msg=audit(1779892894.356:763):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779892894.360:764): syscall=59 success=yes exit=0 auid=4294967295 uid=0 gid=0 euid=0 comm=""https"" exe=""/usr/lib/apt/methods/http"" key=""root_commands""",MEDIO,"Al utilizar el comando HTTP en un método de APT, esto puede indicar que hay scripts maliciosos intentando conexiones a servidores no seguros o una configuración incorrecta para las aplicaciones web.",6.36,phi3:mini
type=BPRM_FCAPS msg=audit(1779892894.360:764):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=EXECVE msg=audit(1779892894.360:764):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
type=CWD msg=audit(1779892894.360:764):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779892894.360:764): name=""/usr/lib/apt/methods/https""",INFO,"Actividad de auditoría registrada sin indicadores anormales, no existe riesgo asociado.",4.48,phi3:mini
"type=PATH msg=audit(1779892894.360:764): name=""/lib64/ld-linux-x86-64.so.2""",INFO,Es un sistema binario normal para ejecutar el enlazador que se encuentra habitualmente en sistemas operativos basados en Linux.,5.15,phi3:mini
