Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
type=PROCTITLE msg=audit(1779749285.684:986):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749346.256:1074): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"La actividad del usuario root se observa intentando el comando 'sudo', que generalmente indica una operación administrativa potenzadamente, pero con éxito y sin errores.",6.98,phi3:mini
type=CWD msg=audit(1779749346.256:1074):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749346.256:1074): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.13,phi3:mini
type=PROCTITLE msg=audit(1779749346.256:1074):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749365.372:1076): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Uso de comando sudo para cambiar privilegios, aunque exitoso esta actividad puede indicar intento de escalada.",5.94,phi3:mini
type=CWD msg=audit(1779749365.372:1076):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749365.372:1076): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, indicativo de un intento o cometer una brecha.",5.52,phi3:mini
type=PROCTITLE msg=audit(1779749365.372:1076):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749367.312:1079): syscall=257 success=yes exit=8 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Intento exitoso de cambio de usuario con sudo, posible intento de escalada a privilegios elevados.",5.72,phi3:mini
type=CWD msg=audit(1779749367.312:1079):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749367.312:1079): name=""/etc/shadow""",ALTO,"Acceso denegado a archivos de credenciales, indicando potenzada actividad maliciosa.",5.48,phi3:mini
type=PROCTITLE msg=audit(1779749367.312:1079):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749376.260:1081): syscall=257 success=yes exit=8 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,La ejecución de 'sudo' para acceder a archivos o comandos con privilegios elevados sugiere una actividad administrativa que podría tener implicaciones si se usa inadecuadamente.,7.19,phi3:mini
type=CWD msg=audit(1779749376.260:1081):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749376.260:1081): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.12,phi3:mini
type=PROCTITLE msg=audit(1779749376.260:1081):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749376.300:1085): syscall=257 success=yes exit=8 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Uso del comando sudo, lo que indica posibles intentos de escalada de privilegios.",5.62,phi3:mini
type=CWD msg=audit(1779749376.300:1085):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749376.300:1085): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.21,phi3:mini
type=PROCTITLE msg=audit(1779749376.300:1085):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749420.932:1093): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Uso de 'sudo' indicativo de privilegios elevados, aunque exitoso.",5.23,phi3:mini
type=CWD msg=audit(1779749420.932:1093):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749420.932:1093): name=""/etc/shadow""",ALTO,"Acceso denegado al archivo criptografico de credenciales, lo cual sugiere una operación maliciosa.",5.74,phi3:mini
type=PROCTITLE msg=audit(1779749420.932:1093):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749428.384:1095): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Uso del comando 'sudo' que puede implicar cambios de privilegios, aunque esta entrada no indica acciones maliciosas directamente.",6.38,phi3:mini
type=CWD msg=audit(1779749428.384:1095):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749428.384:1095): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.11,phi3:mini
type=PROCTITLE msg=audit(1779749428.384:1095):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749428.424:1099): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Intento de acceso elevado a privilegios con sudo, que puede ser parte de un intento legítimo o malicioso.",6.09,phi3:mini
type=CWD msg=audit(1779749428.424:1099):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749428.424:1099): name=""/etc/shadow""",ALTO,"Acceso denegado a archivo credenciales crítico, lo que puede indicar un intento de inicio de sesión no autorizado.",6.0,phi3:mini
type=PROCTITLE msg=audit(1779749428.424:1099):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749504.060:1105): syscall=257 success=yes exit=3 auid=1001 uid=1001 gid=1001 euid=0 comm=""su"" exe=""/usr/bin/su"" key=""shadow_access""",MEDIO,"El comando 'sudo su' con éxito indica que se ejecutó como el usuario root, lo cual puede representar un potencial riesgo de seguridad.",6.72,phi3:mini
type=CWD msg=audit(1779749504.060:1105):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749504.060:1105): name=""/etc/shadow""",BAJO,"Lectura de archivo crítico realizada por un usuario sin privilegios, generalmente no representa una amenaza.",5.71,phi3:mini
type=PROCTITLE msg=audit(1779749504.060:1105):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749506.908:1107): syscall=257 success=yes exit=3 auid=1001 uid=1001 gid=1001 euid=0 comm=""su"" exe=""/usr/bin/su"" key=""shadow_access""",MEDIO,"Intento exitoso de cambio de usuario a través del comando su, que requiere privilegios elevados.",5.6,phi3:mini
type=CWD msg=audit(1779749506.908:1107):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749506.908:1107): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.89,phi3:mini
type=PROCTITLE msg=audit(1779749506.908:1107):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749615.208:1114): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"El log muestra el uso de 'sudo' para acceder a archivos, lo que puede indicar un intento controlado o no autorizado pero con éxito.",6.59,phi3:mini
type=CWD msg=audit(1779749615.208:1114):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749615.208:1114): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.11,phi3:mini
type=PROCTITLE msg=audit(1779749615.208:1114):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749624.816:1116): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Utilización de 'sudo' que podría indicar intento seguro o no, sin señales adicionales.",5.68,phi3:mini
type=CWD msg=audit(1779749624.816:1116):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749624.816:1116): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.09,phi3:mini
type=PROCTITLE msg=audit(1779749624.816:1116):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749624.856:1120): syscall=257 success=yes exit=7 auid=1001 uid=1001 gid=1001 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Uso del comando 'sudo' por usuario, indica posibilidad de acceso elevado al sistema.",5.64,phi3:mini
type=CWD msg=audit(1779749624.856:1120):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749624.856:1120): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.1,phi3:mini
type=PROCTITLE msg=audit(1779749624.856:1120):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749667.152:1128): syscall=257 success=yes exit=7 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"La ejecución del comando 'sudo' indica un intento de escalada de privilegios, que puede ser una amenaza para la seguridad si no está controlada.",6.77,phi3:mini
type=CWD msg=audit(1779749667.152:1128):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749667.152:1128): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.13,phi3:mini
type=PROCTITLE msg=audit(1779749667.152:1128):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749669.664:1130): syscall=257 success=yes exit=7 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Acceso exitoso al comando sudo, podría ser uso autorizado o malicioso.",5.56,phi3:mini
type=CWD msg=audit(1779749669.664:1130):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749669.664:1130): name=""/etc/shadow""",ALTO,Acceso denegado a credenciales críticas indicativo de intento de hacking.,5.13,phi3:mini
type=PROCTITLE msg=audit(1779749669.664:1130):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749669.672:1134): syscall=257 success=yes exit=7 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Utilización de 'sudo' por usuario, que puede indicar una actividad administrativa no necesaria o un intento potencial de escalada de privilegios.",6.6,phi3:mini
type=CWD msg=audit(1779749669.672:1134):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749669.672:1134): name=""/etc/shadow""",ALTO,Autorretrascripción de archivos '/etc/shadow' es una operación altamente sensible que sugiere acceso no autorizado y posibles fallos en la autenticación.,6.71,phi3:mini
type=PROCTITLE msg=audit(1779749669.672:1134):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779749927.740:1152): syscall=257 success=no exit=-13 auid=1001 uid=1001 gid=1001 euid=1001 comm=""cat"" exe=""/usr/bin/cat"" key=""shadow_access""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.28,phi3:mini
type=CWD msg=audit(1779749927.740:1152):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779749927.740:1152): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.12,phi3:mini
type=PROCTITLE msg=audit(1779749927.740:1152):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779750010.572:1153): syscall=257 success=no exit=-13 auid=1001 uid=1001 gid=1001 euid=1001 comm=""head"" exe=""/usr/bin/head"" key=""shadow_access""",ALTO,Acceso denegado a credenciales críticas en un comando no administrativo.,5.46,phi3:mini
type=CWD msg=audit(1779750010.572:1153):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779750010.572:1153): name=""/etc/shadow""",ALTO,"Acción denegada con exit=-13 en la lectura de archivos criptográficos, sugestión grave para acceso no autorizado.",6.0,phi3:mini
type=PROCTITLE msg=audit(1779750010.572:1153):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779750068.296:1154): syscall=257 success=no exit=-13 auid=1001 uid=1001 gid=1001 euid=1001 comm=""cp"" exe=""/usr/bin/cp"" key=""shadow_access""",ALTO,"Intento fallido de copiar archivos críticos, sugiriendo intentos maliciosos.",5.39,phi3:mini
type=CWD msg=audit(1779750068.296:1154):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779750068.296:1154): name=""/etc/shadow""",ALTO,"Modificación de archivos críticos que contienen credenciales del sistema, fuerte indicador de compromiso.",5.42,phi3:mini
type=PROCTITLE msg=audit(1779750068.296:1154):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=SYSCALL msg=audit(1779750128.964:1160): syscall=257 success=yes exit=7 auid=1000 uid=1000 gid=1000 euid=0 comm=""sudo"" exe=""/usr/bin/sudo"" key=""shadow_access""",MEDIO,"Uso de 'sudo' para acceder al sistema, lo que podría indicar una actividad no autorizada o maliciosa.",5.93,phi3:mini
type=CWD msg=audit(1779750128.964:1160):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
"type=PATH msg=audit(1779750128.964:1160): name=""/etc/shadow""",ALTO,"Acceso denegado a credenciales críticas, fuerte indicador de compromiso.",5.21,phi3:mini
type=PROCTITLE msg=audit(1779750128.964:1160):,INFO,Omitido del análisis LLM por falta de campos relevantes.,0.0,phi3:mini
