Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
type=PROCTITLE msg=audit(1779748594.352:602): proctitle=7375646F006175736561726368002D6B00726F6F745F636F6D6D616E6473002D2D726177,ALTO,"Comportamiento anómalo detectado: acceso denegado a archivos con proctitle, indicativo de una sesión exploratoria.",6.86,phi3:mini
"type=SYSCALL msg=audit(1779748683.232:622): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fcbd2ed52c4 a2=80000 a3=0 items=1 ppid=1371 pid=1444 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Intento de ejecución con sudo, y aunque el intento no se ha denegado, la presencia del comando 'sudo' puede indicar una actividad sospechosa.",7.82,phi3:mini
"type=CWD msg=audit(1779748683.232:622): cwd=""/home/alumno""",BAJO,"Uso de comandos no sensibles, lectura en directorios personales comunes.",5.11,phi3:mini
"type=PATH msg=audit(1779748683.232:622): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Acceso normal a archivos de configuración /etc/shadow por el usuario root.,5.38,phi3:mini
type=PROCTITLE msg=audit(1779748683.232:622): proctitle=7375646F0076697375646F,ALTO,Intento de persistencia por parte de un usuario no autorizado intentando ejecutar binarios con nombres asociados a esquemas maliciosos como 'malware'.,6.74,phi3:mini
"type=SYSCALL msg=audit(1779748824.984:648): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fe89c9262c4 a2=80000 a3=0 items=1 ppid=1371 pid=1449 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Al autorizar acceso a archivos críticos y cambiar de UID, se indica un poten001.63752984*_relevante comportamiento que podría llevar al sistema a una condición vulnerabilizada.",9.11,phi3:mini
"type=CWD msg=audit(1779748824.984:648): cwd=""/home/alumno""",BAJO,"Acceso a directorios de usuario normal, sin indicaciones de acciones maliciosas.",5.2,phi3:mini
"type=PATH msg=audit(1779748824.984:648): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,Acceso a archivos del sistema por parte de usuarios no privilegiados sin errores.,5.56,phi3:mini
type=PROCTITLE msg=audit(1779748824.984:648): proctitle=7375646F00746F756368002F6574632F7375646F657273,BAJO,"Actividad de usuario normal, lectura del directorio /etc/sudoers con permiso adecuado.",5.65,phi3:mini
"type=SYSCALL msg=audit(1779749040.408:669): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f4a983012c4 a2=80000 a3=0 items=1 ppid=1371 pid=1457 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,"Intento de modificación utilizando 'sudo' por un usuario no privilegiado (uid=1000), lo que sugiere intento de escalada de privilegios.",7.84,phi3:mini
"type=CWD msg=audit(1779749040.408:669): cwd=""/home/alumno""",BAJO,"Uso del comando 'cdup' por un usuario no administrativo, que generalmente es de baja preocupación.",5.89,phi3:mini
"type=PATH msg=audit(1779749040.408:669): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,La lectura de archivos generales por usuarios sin privilegios es una operación común y no presenta un riesgo alto.,6.32,phi3:mini
type=PROCTITLE msg=audit(1779749040.408:669): proctitle=7375646F0063686D6F640030343430002F6574632F7375646F657273,MEDIO,"El proctitle indica que se inició un proceso con nombre similar a 'systemctl', lo cual sugiere una operación administrativa, posiblemente relacionada al manejo de servicios o sistemas.",7.37,phi3:mini
"type=SYSCALL msg=audit(1779749098.800:689): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7fabb631f2c4 a2=80000 a3=0 items=1 ppid=1371 pid=1461 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=4 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,Modificación de archivos críticos por un usuario no root (uid=1000) después del uso de comando sudo sugiere la ejecución potenicilmente maliciosa.,7.95,phi3:mini
"type=CWD msg=audit(1779749098.800:689): cwd=""/home/alumno""",INFO,Uso común de la variable PATH para acceder al directorio home del usuario.,4.97,phi3:mini
"type=PATH msg=audit(1779749098.800:689): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Acceso normal a archivos no sensibles como /etc/shadow.,4.97,phi3:mini
type=PROCTITLE msg=audit(1779749098.800:689): proctitle=7375646F006175736561726368002D6B007375646F6572735F6368616E676573002D2D726177,ALTO,"La acción de un usuario denotada por proctitle implica manipulación, posiblemente para escalar privilegios.",6.15,phi3:mini
"type=SYSCALL msg=audit(1779749171.480:710): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=4294967295 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Acceso elevado a archivos críticos por un usuario root, lo cual representa una amenaza significativa de seguridad.",6.8,phi3:mini
"type=CWD msg=audit(1779749171.480:710): cwd=""/""",BAJO,Lectura exitosa del directorio raíz por un usuario sin privilegios.,5.13,phi3:mini
"type=PATH msg=audit(1779749171.480:710): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",MEDIO,"Acceso al archivo /etc/shadow por parte del usuario root, aunque la propiedad y permisos sugieren que es un acceso normal.",6.55,phi3:mini
type=PROCTITLE msg=audit(1779749171.480:710): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,BAJO,"Acceso a un título de proceso que indica una aplicación o script en ejecución, sin señales inmediatamente anormales.",6.2,phi3:mini
"type=SYSCALL msg=audit(1779749177.904:715): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=4294967295 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"Lectura exitosa de archivos por el usuario root, lo cual es esperado y no representa un riesgo elevado.",6.84,phi3:mini
"type=CWD msg=audit(1779749177.904:715): cwd=""/""",BAJO,Lectura exitosa de directorio raíz sin indicaciones inmediatas de actividad maliciosa.,5.47,phi3:mini
"type=PATH msg=audit(1779749177.904:715): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",MEDIO,"Modificación exitosa del archivo shadow, pero sin indicios directos de acciones maliciosas.",5.71,phi3:mini
type=PROCTITLE msg=audit(1779749177.904:715): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,BAJO,"Acceso al sistema por parte de un usuario regular, no hay indicaciones directas de actividades maliciosas.",5.71,phi3:mini
"type=SYSCALL msg=audit(1779749177.912:720): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=4294967295 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,Actividad de demonio del sistema sin relevancia de seguridad.,5.78,phi3:mini
"type=CWD msg=audit(1779749177.912:720): cwd=""/""",INFO,"Acción normal de cambiar directorios, no indica actividad sospechosa.",5.05,phi3:mini
"type=PATH msg=audit(1779749177.912:720): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",MEDIO,"Acceso a credenciales de root en un archivo con permisos elevados pero sin indicar modificaciones, posible uso indebido.",7.01,phi3:mini
type=PROCTITLE msg=audit(1779749177.912:720): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,ALTO,"Modificación del título de proceso con comentarios que sugieren una táctica utilizada para evitar la detección por software antispyware, indicando posible actividades maliciosas.",7.09,phi3:mini
"type=SYSCALL msg=audit(1779749178.356:801): arch=c000003e syscall=257 success=yes exit=4 a0=ffffff9c a1=7f5a15ae62c4 a2=80000 a3=0 items=1 ppid=1 pid=677 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=tty1 ses=5 comm=""login"" exe=""/usr/bin/login"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"Lectura exitosa de archivos generales por un usuario con privilegios, no indicativo directo de riesgo.",6.69,phi3:mini
"type=CWD msg=audit(1779749178.356:801): cwd=""/""",INFO,Actividad de carácter estándar en el directorio raíz sin indicaciones seguras.,5.42,phi3:mini
"type=PATH msg=audit(1779749178.356:801): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Acceso correcto al archivo shadow por el usuario root.,5.6,phi3:mini
type=PROCTITLE msg=audit(1779749178.356:801): proctitle=2F62696E2F6C6F67696E002D70002D2D00616C756D6E6F,INFO,"El proctitle capturado no indica ningún riesgo de seguridad, simplemente muestra el nombre del proceso 'login' con un contexto normal.",6.6,phi3:mini
"type=SYSCALL msg=audit(1779749178.384:808): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1537 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Actividad de root con comandos no administrativos, lo que podría indicar un intento sospechoso de acceso a archivos críticos.",7.16,phi3:mini
"type=CWD msg=audit(1779749178.384:808): cwd=""/""",INFO,"Ruta actualizada al directorio raíz, normal y sin indicadores de seguridad.",5.01,phi3:mini
"type=PATH msg=audit(1779749178.384:808): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Acceso normal por parte del usuario root a archivos de credenciales.,5.18,phi3:mini
"type=PROCTITLE msg=audit(1779749178.384:808): proctitle=""(systemd)""",INFO,Ruido de demonio del sistema sin implicaciones directas para la seguridad.,5.17,phi3:mini
"type=SYSCALL msg=audit(1779749178.388:819): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1537 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=6 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"Intento de acceso elevado por 'alumno' a archivos, posible intención de escalada de privilegios.",6.76,phi3:mini
"type=CWD msg=audit(1779749178.388:819): cwd=""/""",INFO,"Auditoría normal, acceso al directorio raíz.",4.57,phi3:mini
"type=PATH msg=audit(1779749178.388:819): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"Acceso al archivo shadow por el usuario root es una actividad normal en un sistema Linux, sin indicadores de comportamiento inseguro.",6.24,phi3:mini
"type=PROCTITLE msg=audit(1779749178.388:819): proctitle=""(systemd)""",INFO,"Actividad relacionada con el demonio del sistema, auditoría regular.",4.75,phi3:mini
"type=SYSCALL msg=audit(1779749231.584:846): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f583119c2c4 a2=80000 a3=0 items=1 ppid=676 pid=1559 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"La auditoría revela el acceso a archivos del sistema como /dev/shm y un intento fallido de conexión SSH, lo que sugiere posibles actividades maliciosas relacionadas con las credenciales o la seguridad remota.",9.28,phi3:mini
"type=CWD msg=audit(1779749231.584:846): cwd=""/""",INFO,Exploración del directorio raíz sin indicadores de malicia.,4.75,phi3:mini
"type=PATH msg=audit(1779749231.584:846): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Acceso por el usuario root a un archivo normal (sistema de inicio/finalización) no indica actividad maliciosa.,6.39,phi3:mini
type=PROCTITLE msg=audit(1779749231.584:846): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,"Actividad típicamente no relacionada con la seguridad, como cambios de título del proceso.",5.5,phi3:mini
"type=SYSCALL msg=audit(1779749231.592:850): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f583119c2c4 a2=80000 a3=0 items=1 ppid=676 pid=1559 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,Lectura de archivos en `/etc/shadow` por el usuario 'root' es normal y no presenta riesgos.,6.81,phi3:mini
"type=CWD msg=audit(1779749231.592:850): cwd=""/""",INFO,"Acceso al directorio raíz, generalmente no es indicativo de una amenaza.",4.99,phi3:mini
"type=PATH msg=audit(1779749231.592:850): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"Lectura por parte del usuario root de el archivo /etc/shadow, que normalmente está protegido y tiene acceso restringido.",6.82,phi3:mini
type=PROCTITLE msg=audit(1779749231.592:850): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,Actividad del demonio 'systemd' con proctitle sin indicaciones de seguridad.,5.25,phi3:mini
"type=SYSCALL msg=audit(1779749231.600:860): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7f583119c2c4 a2=80000 a3=0 items=1 ppid=676 pid=1559 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=7 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"Se registra la ejecución del servidor SSH, que no necesariamente implica un alto riesgo a menos que estén presentes otros indicadores de compromiso.",7.37,phi3:mini
"type=CWD msg=audit(1779749231.600:860): cwd=""/""",INFO,Uso de acceso común al directorio raíz sin indicadores adicionales.,4.98,phi3:mini
"type=PATH msg=audit(1779749231.600:860): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"Acceso al archivo /etc/shadow por parte del superusuario, acceso normal y sin riesgos asociados.",6.01,phi3:mini
type=PROCTITLE msg=audit(1779749231.600:860): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,Actividad del demonio 'systemd' que es normal y no indica una amenaza de seguridad.,5.43,phi3:mini
"type=SYSCALL msg=audit(1779749231.628:867): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1562 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,Se observa el intento de acceso no autorizado al archivo secreto '/etc/shadow' indicativo de una tentativa fallida maliciosa.,7.2,phi3:mini
"type=CWD msg=audit(1779749231.628:867): cwd=""/""",BAJO,"Lectura exitosa de directorio raíz, normal en el sistema y no implica riesgo.",5.33,phi3:mini
"type=PATH msg=audit(1779749231.628:867): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"El acceso a /etc/shadow por parte del usuario root es normal y seguro, ya que este archivo contiene las contraseñas de los administradores.",6.73,phi3:mini
"type=PROCTITLE msg=audit(1779749231.628:867): proctitle=""(systemd)""",INFO,"Actividad del demonio systemd registrada, generalmente aceptable en el contexto del mantenimiento de sistema.",5.44,phi3:mini
"type=SYSCALL msg=audit(1779749231.632:878): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1562 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=8 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"(systemd) accedió al directorio /etc/shadow, un privilegio crítico con exitoso resultado (exit=8), indicando riesgos elevados relacionados con la seguridad del sistema.",8.01,phi3:mini
"type=CWD msg=audit(1779749231.632:878): cwd=""/""",INFO,Movimiento del directorio raíz sin actividad de seguridad relevante.,4.89,phi3:mini
"type=PATH msg=audit(1779749231.632:878): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"Acceso acrecentado por el usuario root al archivo /etc/shadow, típico para un permiso de lectura sin privilegios elevados.",6.73,phi3:mini
"type=PROCTITLE msg=audit(1779749231.632:878): proctitle=""(systemd)""",INFO,Actividad de demonio del sistema identificada sin relevancia inmediata para la seguridad.,5.15,phi3:mini
"type=SYSCALL msg=audit(1779749285.580:954): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa673cd62c4 a2=80000 a3=0 items=1 ppid=676 pid=1628 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"Log de audit indica la ejecución del servidor SSH, que es normal pero necesita revisar los comandos recientes.",6.75,phi3:mini
"type=CWD msg=audit(1779749285.580:954): cwd=""/""",INFO,"Inicio de sesión en directorio raíz, normalmente no relevante para seguridad.",5.1,phi3:mini
"type=PATH msg=audit(1779749285.580:954): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"Acceso normales al archivo /etc/shadow por el usuario root, no presenta un riesgo.",5.57,phi3:mini
type=PROCTITLE msg=audit(1779749285.580:954): proctitle=2F7573722F7362696E2F73736864002D44002D52,BAJO,"Acceso a archivos de propósito general no administrativo, sin indicaciones de actividad maliciosa.",5.66,phi3:mini
"type=SYSCALL msg=audit(1779749285.644:958): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa673cd62c4 a2=80000 a3=0 items=1 ppid=676 pid=1628 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,Lectura normal de archivos por parte del administrador root sin acceso no autorizado ni cambios críticos.,6.53,phi3:mini
"type=CWD msg=audit(1779749285.644:958): cwd=""/""",BAJO,"Lectura exitosa de archivos generales, no representa una amenaza significativa.",5.18,phi3:mini
"type=PATH msg=audit(1779749285.644:958): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"Uso de archivos por el superusuario, sin indicios directos de mala conducta.",5.68,phi3:mini
type=PROCTITLE msg=audit(1779749285.644:958): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFORMACION,Ruido o actividad anormal dentro del nombre de proceso que no impacta directamente en la seguridad ni indica una amenaza.,6.44,phi3:mini
"type=SYSCALL msg=audit(1779749285.652:968): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa673cd62c4 a2=80000 a3=0 items=1 ppid=676 pid=1628 auid=1001 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=9 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",MEDIO,"Acceso exitoso como usuario root, podría ser una actividad legítima o sospecha de cambios no autorizados.",6.93,phi3:mini
"type=CWD msg=audit(1779749285.652:968): cwd=""/""",INFO,"Uso del directorio raíz, normal y no indica riesgo.",4.81,phi3:mini
"type=PATH msg=audit(1779749285.652:968): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Acceso normal por el superusuario al archivo /etc/shadow.,5.08,phi3:mini
type=PROCTITLE msg=audit(1779749285.652:968): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,Actividad de demonio del sistema sin relevancia de seguridad.,4.8,phi3:mini
"type=SYSCALL msg=audit(1779749285.684:975): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1631 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",ALTO,"Usuario root accede a archivos críticos con permisos altamente elevados, lo cual es una acción muy peligrosa y de alto riesgo en términos de ciberseguridad.",8.56,phi3:mini
